"","Fraud","Amount","card_freq_1","card_freq_3","card_freq_7","card_freq_14","card_freq_30","merchant_freq_1","merchant_freq_3","merchant_freq_7","merchant_freq_14","merchant_freq_30","merchant_card_1","merchant_card_3","merchant_card_7","merchant_card_14","merchant_card_30","card_merchant_1","card_merchant_3","card_merchant_7","card_merchant_14","card_merchant_30","Avg_Amount_Card_1","Avg_Amount_Card_3","Avg_Amount_Card_7","Avg_Amount_Card_14","Avg_Amount_Card_30","Total_Amount_Card_1","Total_Amount_Card_3","Total_Amount_Card_7","Total_Amount_Card_14","Total_Amount_Card_30","Median_Amount_Card_1","Median_Amount_Card_3","Median_Amount_Card_7","Median_Amount_Card_14","Median_Amount_Card_30","Max_Amount_Card_1","Max_Amount_Card_3","Max_Amount_Card_7","Max_Amount_Card_14","Max_Amount_Card_30","Avg_Amount_Merch_1","Avg_Amount_Merch_3","Avg_Amount_Merch_7","Avg_Amount_Merch_14","Avg_Amount_Merch_30","Total_Amount_Merch_1","Total_Amount_Merch_3","Total_Amount_Merch_7","Total_Amount_Merch_14","Total_Amount_Merch_30","Median_Amount_Merch_1","Median_Amount_Merch_3","Median_Amount_Merch_7","Median_Amount_Merch_14","Median_Amount_Merch_30","Max_Amount_Merch_1","Max_Amount_Merch_3","Max_Amount_Merch_7","Max_Amount_Merch_14","Max_Amount_Merch_30","zip_card_1","zip_card_3","zip_card_7","zip_card_14","zip_card_30","zip_merchant_1","zip_merchant_3","zip_merchant_7","zip_merchant_14","zip_merchant_30"
"43832","No",205.92,1,1,3,9,28,6,6,10,26,41,1,1,3,8,18,5,5,9,21,32,1,1,0.732880938,0.571233067,0.517334941,1,1,0.244293646,0.063470341,0.018476248,1,1,0.865210084,0.865210084,0.861806311,1,1,0.516090226,0.136914894,0.112447168,210.125,0.979988102,0.615916562,0.581148747,0.605352633,0.16333135,0.16333135,0.061591656,0.022351875,0.014764698,0.98321675,0.98321675,0.749576834,0.98321675,1,0.445193929,0.445193929,0.227503232,0.112695172,0.112695172,1,1,3,8,20,1,1,1,1,1
"24651","No",95,1,1,1,1,2,1,1,4,5,8,1,1,1,1,2,1,1,4,5,7,1,1,1,1,0.205627706,1,1,1,1,0.102813853,1,1,1,1,0.205627706,1,1,1,1,0.114595899,95,1,0.547945205,0.534608891,0.191170922,1,1,0.136986301,0.106921778,0.023896365,1,1,0.818965517,0.748031496,0.358490566,1,1,0.259208731,0.259208731,0.039451827,1,1,1,1,2,1,1,1,1,1
"57357","No",80.04,1,1,1,3,15,1,1,1,2,4,1,1,1,2,13,1,1,1,1,2,1,1,1,0.964259899,0.296554279,1,1,1,0.321419966,0.019770285,1,1,1,1,0.926388889,1,1,1,0.857877814,0.039643388,80.04,1,1,1.027998973,0.884126809,1,1,1,0.513999486,0.221031702,1,1,1,1.027998973,0.961788032,1,1,1,1,0.667,1,1,1,2,13,1,1,1,1,1
"73498","No",10.08,1,1,1,3,3,10,30,45,82,176,1,1,1,2,2,9,25,37,63,112,1,1,1,0.970163619,0.970163619,1,1,1,0.323387873,0.323387873,1,1,1,0.99900892,0.99900892,1,1,1,0.916363636,0.916363636,655.763,0.016572533,0.020225071,0.023361163,0.021950375,0.001537141,0.000552418,0.000449446,0.000284892,0.000124718,0.060655294,0.036597321,0.042900919,0.055384615,0.050494678,0.003251613,0.003251613,0.003251613,0.003251613,0.002769231,1,1,1,2,2,6,11,17,26,48
"68233","No",58.46,1,3,3,4,4,1,1,2,3,8,1,3,3,4,4,1,1,2,2,6,1,0.591660482,0.591660482,0.490827421,0.490827421,1,0.197220161,0.197220161,0.122706855,0.122706855,1,1,1,0.490312841,0.490312841,1,0.295312184,0.295312184,0.295312184,0.295312184,58.46,1,1.55128035,0.621848739,0.504193708,1,1,0.775640175,0.207282913,0.063024214,1,1,1.55128035,1,0.970854438,1,1,1,0.282880093,0.162750557,1,3,3,4,4,1,1,1,1,1
"4916","No",3.62,1,1,13,18,20,36,36,158,366,520,1,1,2,5,5,14,14,30,50,58,1,1,0.240482396,0.046905031,0.044069489,1,1,0.018498646,0.002605835,0.002203474,1,1,0.508426966,0.508426966,0.508426966,1,1,0.0307431,0.005098592,0.005098592,8.854166667,0.408847059,0.525949903,0.569542061,0.612242243,0.011356863,0.011356863,0.003328797,0.001556126,0.001177389,0.701550388,0.701550388,0.952631579,0.952631579,0.967914439,0.061512319,0.061512319,0.061512319,0.061512319,0.061512319,1,1,2,4,4,1,1,1,1,1
"60344","No",177.42,4,7,14,18,38,6,6,31,56,99,4,7,13,14,23,6,6,17,24,33,0.49912438,0.488103379,0.309356622,0.336437256,0.359624137,0.124781095,0.069729054,0.022096902,0.018690959,0.009463793,0.62783538,0.702041785,0.705840229,0.62783538,0.588262599,0.261199853,0.207007596,0.091116384,0.091116384,0.091116384,218.16,0.813256326,0.502201919,0.468828213,0.440645081,0.135542721,0.135542721,0.016200062,0.008371932,0.00445096,1.056637484,1.056637484,0.975907591,0.897329557,0.975907591,0.329629905,0.329629905,0.083955992,0.083955992,0.072327762,4,7,13,14,22,1,1,1,1,1
"24848","No",194.63,2,7,8,14,23,2,2,11,13,33,2,7,8,13,22,2,2,9,11,21,0.947958016,0.269228109,0.305851894,0.446896203,0.479749006,0.473979008,0.038461158,0.038231487,0.031921157,0.020858652,0.947958016,0.37792233,0.511249163,0.915862783,0.887708096,0.901064815,0.085165689,0.085165689,0.085165689,0.085165689,176.755,1.101128681,1.47901267,1.279333987,1.080775599,0.55056434,0.55056434,0.134455697,0.098410307,0.032750776,1.101128681,1.101128681,1.774525894,1.750269784,1.750269784,1,1,0.683319875,0.46451074,0.210791375,2,7,8,14,22,1,1,1,1,1
"17848","No",429.6,1,1,4,7,17,17,17,76,190,293,1,1,2,5,10,14,14,60,114,173,1,1,1.783072022,0.987346261,0.694483274,1,1,0.445768006,0.141049466,0.040851957,1,1,1.934568707,1.352006294,1.093018522,1,1,1,0.257863145,0.19797235,387.2064706,1.109485591,1.05286342,1.068706668,0.997364535,0.065263858,0.065263858,0.013853466,0.005624772,0.003403975,1.176986301,1.176986301,1.336652147,1.721843687,1.597026022,0.37243173,0.37243173,0.202355158,0.117455995,0.117455995,1,1,3,6,11,9,9,30,70,98
"57787","No",137.5,1,3,4,6,8,2,2,2,2,5,1,3,4,6,8,2,2,2,2,4,1,0.991634213,0.420174487,0.364270576,0.422433524,1,0.330544738,0.105043622,0.060711763,0.052804191,1,1,0.970394156,0.592812951,0.776901997,1,0.942490918,0.153975364,0.153975364,0.153975364,453.75,0.303030303,0.303030303,0.303030303,0.447299935,0.151515152,0.151515152,0.151515152,0.151515152,0.089459987,0.303030303,0.303030303,0.303030303,0.303030303,1,0.178571429,0.178571429,0.178571429,0.178571429,0.178571429,1,3,4,6,8,1,1,1,1,1
"28184","No",106,1,1,2,2,5,1,1,1,1,2,1,1,2,2,4,1,1,1,1,1,1,1,0.286099865,0.286099865,0.375774592,1,1,0.143049933,0.143049933,0.075154918,1,1,0.286099865,0.286099865,1,1,1,0.166929134,0.166929134,0.166929134,106,1,1,1,0.330475448,1,1,1,1,0.165237724,1,1,1,1,0.330475448,1,1,1,1,0.197945845,1,1,2,2,4,1,1,1,1,1
"49569","No",150.67,2,8,14,22,40,13,26,39,100,190,2,7,11,16,27,11,22,29,61,93,0.882091212,0.279327589,0.361470022,0.356984083,0.459359756,0.441045606,0.034915949,0.025819287,0.016226549,0.011483994,0.882091212,0.472171733,0.561468232,0.508848362,0.728155809,0.789054726,0.089346814,0.089346814,0.089346814,0.089346814,353.2638462,0.457513714,0.548512301,0.572915439,0.518303656,0.032808339,0.017596681,0.014064418,0.005729154,0.002727914,0.742545956,0.670672809,0.758889896,0.775011573,0.775011573,0.089787673,0.089787673,0.089787673,0.089787673,0.063993986,2,7,10,15,25,1,1,1,1,1
"69121","No",18.68,4,10,13,15,23,4,13,15,22,59,2,7,8,9,12,2,9,9,11,28,0.038956028,0.058377736,0.070881701,0.077889587,0.074008999,0.009739007,0.005837774,0.005452439,0.005192639,0.003217783,0.053333333,0.091892956,0.186893447,0.186893447,0.186893447,0.015581209,0.015581209,0.015581209,0.015581209,0.012830199,699.7975,0.028151119,0.031929222,0.032487932,0.039034763,0.006673359,0.002165471,0.002128615,0.001476724,0.000661606,0.023621201,0.029799793,0.034735394,0.041266265,0.062266667,0.015581209,0.014098113,0.014098113,0.007243202,0.007243202,2,6,7,7,9,1,1,1,1,1
"48804","No",76.84,3,3,5,12,24,2,2,2,2,4,2,2,4,8,12,1,1,1,1,1,0.906345836,0.906345836,0.234097002,0.371977441,0.261360915,0.302115279,0.302115279,0.0468194,0.03099812,0.010890038,1,1,0.612270916,0.741698842,0.741698842,0.60408805,0.60408805,0.060918374,0.060918374,0.035035564,102.02,0.75318565,0.75318565,0.75318565,1.332293021,0.376592825,0.376592825,0.376592825,0.376592825,0.333073255,0.75318565,0.75318565,0.75318565,0.75318565,1.619047619,0.60408805,0.60408805,0.60408805,0.60408805,0.60408805,2,2,4,8,12,1,1,1,1,1
"24699","No",349,2,4,7,8,12,1,1,1,2,2,2,4,6,7,11,1,1,1,2,2,0.263296869,0.432766232,0.66354135,0.719446706,0.90659751,0.131648435,0.108191558,0.094791621,0.089930838,0.075549793,0.263296869,0.960110041,1.623255814,1.685990338,1.763695169,0.151607298,0.151607298,0.151607298,0.151607298,0.151607298,349,1,1,1.581403779,1.581403779,1,1,1,0.79070189,0.79070189,1,1,1,1.581403779,1.581403779,1,1,1,1,1,2,4,6,7,11,1,1,1,1,1
"29667","No",79,1,2,2,4,4,1,1,1,5,8,1,2,2,4,4,1,1,1,4,6,1,0.135604858,0.135604858,0.078717601,0.078717601,1,0.067802429,0.067802429,0.0196794,0.0196794,1,0.135604858,0.135604858,0.097582065,0.097582065,1,0.072733969,0.072733969,0.03410759,0.03410759,79,1,1,0.175088652,0.100063331,1,1,1,0.03501773,0.012507916,1,1,1,1,0.218533887,1,1,1,0.042066028,0.033588435,1,2,2,4,4,1,1,1,1,1
"20662","No",1073.8,2,2,5,8,13,1,1,1,1,2,2,2,5,8,11,1,1,1,1,1,1.979738014,1.979738014,2.190731114,2.180426318,2.032977596,0.989869007,0.989869007,0.438146223,0.27255329,0.156382892,1.979738014,1.979738014,4.190439024,2.412166412,4.190439024,1,1,1,1,0.496922579,1073.8,1,1,1,1.80349345,1,1,1,1,0.901746725,1,1,1,1,1.80349345,1,1,1,1,1,2,2,5,8,11,1,1,1,1,1
"41501","No",337.19,1,1,2,2,3,1,1,1,2,5,1,1,2,2,3,1,1,1,2,4,1,1,1.687722108,1.687722108,1.405778371,1,1,0.843861054,0.843861054,0.46859279,1,1,1.687722108,1.687722108,1.05371875,1,1,1,1,1,337.19,1,1,1.424575931,1.379720938,1,1,1,0.712287966,0.275944188,1,1,1,1.424575931,1.331503712,1,1,1,1,0.902349604,1,1,2,2,3,1,1,1,1,1
"28615","No",41.9,2,4,4,7,8,2,13,15,17,29,1,3,3,5,5,1,7,7,8,15,0.283414502,0.198315032,0.198315032,0.184758233,0.181124572,0.141707251,0.049578758,0.049578758,0.026394033,0.022640571,0.283414502,0.171447277,0.171447277,0.165103633,0.162101517,0.165103633,0.133252767,0.133252767,0.12359882,0.12359882,147.84,0.332950281,0.273282257,0.283724951,0.207370873,0.141707251,0.02561156,0.018218817,0.016689703,0.00715072,0.283414502,0.840521565,0.303755256,0.303755256,0.299414035,0.165103633,0.067991886,0.067991886,0.067991886,0.03076268,1,3,3,5,5,1,2,2,2,2
"37499","No",561.27,1,3,4,4,4,3,10,21,43,99,1,3,4,4,4,3,10,18,30,57,1,1.232901086,1.280466313,1.280466313,1.280466313,1,0.410967029,0.320116578,0.320116578,0.320116578,1,1,1.183028234,1.183028234,1.183028234,1,0.825154366,0.825154366,0.825154366,0.825154366,440.7133333,1.932461791,2.371310504,1.939791157,1.534081761,0.424516314,0.193246179,0.112919548,0.045111422,0.015495775,1,2.338966099,3.80083971,3.145779621,3.738808953,0.770837625,0.770837625,0.601614252,0.420049394,0.16734347,1,3,4,4,4,1,1,1,1,1
"41619","No",1871.43,1,1,3,6,23,1,1,1,1,1,1,1,3,6,14,1,1,1,1,1,1,1,0.928305574,1.373573651,2.51685725,1,1,0.309435191,0.228928942,0.109428576,1,1,1,1.405811254,3.551370123,1,1,0.726768932,0.726768932,0.726768932,1871.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,12,1,1,1,1,1
"73361","No",1218,5,13,19,28,57,1,4,6,7,8,4,9,12,16,31,1,1,1,2,3,1.261982618,0.322661893,0.371114102,0.393724377,0.361391804,0.252396524,0.024820146,0.019532321,0.014061585,0.006340207,1.528710386,0.464176829,0.622323956,0.705232501,1.528710386,0.461312962,0.081717544,0.081717544,0.081717544,0.04872,1218,0.366784612,0.450332758,0.477486559,0.433760684,1,0.091696153,0.07505546,0.068212366,0.054220085,1,0.377264984,0.591118661,0.748157248,0.572906867,1,0.217189729,0.217189729,0.217189729,0.217189729,4,9,12,16,29,1,1,1,1,1
"45552","No",600,3,4,10,17,22,3,3,3,3,3,1,2,3,4,7,1,1,1,1,1,1.263157895,1.386281588,1.309160414,1.234538017,1.3199934,0.421052632,0.346570397,0.130916041,0.072619883,0.0599997,1.2,1.454545455,1.900990099,1.959183673,1.959183673,1,1,0.315537044,0.315537044,0.315537044,475,1.263157895,1.263157895,1.263157895,1.263157895,0.421052632,0.421052632,0.421052632,0.421052632,0.421052632,1.2,1.2,1.2,1.2,1.2,1,1,1,1,1,1,2,3,5,7,1,1,1,1,1
"67209","No",476.31,5,5,6,10,21,1,1,1,1,3,3,3,4,8,12,1,1,1,1,2,1.16845173,1.16845173,1.267158243,1.138944484,1.32293634,0.233690346,0.233690346,0.21119304,0.113894448,0.062996969,1.008533074,1.008533074,1.26496521,1.671761754,1.696260684,0.632617011,0.632617011,0.632617011,0.380348159,0.380348159,476.31,1,1,1,1.082818041,1,1,1,1,0.360939347,1,1,1,1,1,1,1,1,1,0.941714941,3,3,4,8,11,1,1,1,1,1
"15037","No",249,3,4,5,9,22,16,52,63,112,265,2,3,3,7,17,14,44,52,85,180,1.405456256,1.478666231,1.520926482,1.218484425,0.858764714,0.468485419,0.369666558,0.304185296,0.135387158,0.03903476,1,1.273396747,1.717241379,1.717241379,1.543037739,1,1,1,0.576055523,0.186645479,626.52125,0.518470616,0.531762892,0.577687803,0.578205732,0.024839541,0.009970589,0.008440681,0.005157927,0.002181908,1,1.22720552,1.180094787,0.997995992,1.151445087,0.133327622,0.068078545,0.068078545,0.068078545,0.068078545,1,2,2,5,14,10,34,39,56,104
"58769","No",1250,4,7,8,9,28,12,16,16,16,16,2,3,4,5,17,4,8,8,8,8,1.085540599,1.141381267,1.301049947,1.456770812,1.823817176,0.27138515,0.163054467,0.162631243,0.161863424,0.065136328,1,1,1.18708452,1.460280374,2.50611492,1,0.506044192,0.506044192,0.506044192,0.506044192,1541.3275,0.802652928,0.802652928,0.802652928,0.802652928,0.067582436,0.050165808,0.050165808,0.050165808,0.050165808,0.939143501,0.885269122,0.885269122,0.885269122,0.885269122,0.533049041,0.503220612,0.503220612,0.503220612,0.503220612,2,3,4,5,16,1,1,1,1,1
"2816","No",115,4,5,8,13,13,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1,3.6548546,4.362339731,2.589433984,4.003856557,4.003856557,0.91371365,0.872467946,0.323679248,0.307988966,0.307988966,31.7679558,31.7679558,31.55006859,31.7679558,31.7679558,1,1,0.531939498,0.531939498,0.531939498,115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1
"49942","No",3.74,14,14,16,17,26,59,93,336,536,1309,1,1,1,1,2,19,34,67,88,102,1.00229709,1.00229709,0.968128135,0.971725508,0.383060863,0.071592649,0.071592649,0.060508008,0.057160324,0.01473311,1,1,1,1,1,1,1,0.628571429,0.628571429,0.023522013,6.574576271,0.59988617,0.626537501,0.491764833,0.476532363,0.00964166,0.006450389,0.001864695,0.000917472,0.000364043,1,1,1.019073569,1.019073569,1.019073569,0.120645161,0.120102762,0.075555556,0.027339181,0.017989418,1,1,1,1,2,1,1,1,1,1
"69671","No",3.62,1,1,1,6,12,40,97,235,572,1694,1,1,1,2,5,27,41,61,88,106,1,1,1,0.253264925,0.017381493,1,1,1,0.042210821,0.001448458,1,1,1,0.595394737,0.223733004,1,1,1,0.0724,0.002561707,7.983,0.474231538,0.420327091,0.424400182,0.506898028,0.01133659,0.004888985,0.001788626,0.000741958,0.000299231,0.967914439,0.952631579,0.967914439,0.986376022,0.986376022,0.092796719,0.057007874,0.038820375,0.026415645,0.009016189,1,1,1,2,5,1,1,1,1,1
"77231","No",1349.95,2,3,3,5,7,2,3,4,4,6,1,1,1,2,3,1,1,2,2,3,1.639333313,2.147379305,2.147379305,3.442608319,2.590613134,0.819666657,0.715793102,0.715793102,0.688521664,0.370087591,1.639333313,4.545286195,4.545286195,5.64832636,4.545286195,1,1,1,1,1,823.475,2.147379305,2.405309695,2.405309695,2.275867882,0.819666657,0.715793102,0.601327424,0.601327424,0.379311314,1.639333313,4.545286195,4.11570122,4.11570122,3.935714286,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1
"44519","No",88.7,1,3,3,6,15,1,5,6,13,25,1,3,3,5,11,1,5,6,10,17,1,0.416002251,0.416002251,0.345694409,0.31749024,1,0.138667417,0.138667417,0.057615735,0.021166016,1,1,1,0.408520438,0.344466019,1,0.176436656,0.176436656,0.176436656,0.101371429,88.7,0.073552947,0.079496077,0.106834598,0.114151196,1,0.014710589,0.013249346,0.008218046,0.004566048,1,0.080490018,0.100396152,0.133383459,0.164915869,1,0.034648438,0.034648438,0.034648438,0.030320122,1,3,3,5,12,1,1,1,1,1
"75806","No",148.97,1,2,2,4,8,1,1,1,1,8,1,2,2,4,5,1,1,1,1,3,1,1.460705006,1.460705006,0.728798219,0.308850131,1,0.730352503,0.730352503,0.182199555,0.038606266,1,1.460705006,1.460705006,0.703319012,0.660825977,1,1,1,0.439439528,0.071689124,148.97,1,1,1,0.753863379,1,1,1,1,0.094232922,1,1,1,1,1.060548891,1,1,1,1,0.227466369,1,2,2,4,5,1,1,1,1,1
"45500","No",3.62,35,40,43,50,67,120,185,296,701,1424,1,2,3,3,6,30,44,68,87,104,0.803526129,0.124061825,0.131911901,0.149761292,0.081500573,0.022957889,0.003101546,0.003067719,0.002995226,0.001216426,1,1,1,1,1,0.173122908,0.003638191,0.003638191,0.003638191,0.002446293,5.713333333,0.627059925,0.521243372,0.441988585,0.434193514,0.005280047,0.003389513,0.001760957,0.000630512,0.000304911,1,1,0.986376022,0.986376022,0.986376022,0.073131313,0.073131313,0.017412217,0.017412217,0.005681105,1,2,3,3,6,1,1,1,1,1
"70976","No",2473.81,7,19,25,39,76,2,3,3,4,7,4,14,18,25,45,1,1,1,2,3,4.725868736,3.743250744,3.786467833,3.796133852,3.71567151,0.675124105,0.197013197,0.151458713,0.097336765,0.048890415,13.58340655,13.56552972,13.56552972,9.665208048,7.113043978,1,1,1,1,0.994020951,1571.555,2.285324087,2.285324087,2.711024658,2.67006348,0.787058041,0.761774696,0.761774696,0.677756164,0.38143764,1.574116082,3.696115344,3.696115344,4.615876925,4.485928263,1,1,1,1,1,4,14,16,24,37,1,1,1,1,1
"65692","No",106.69,2,2,2,4,9,3,4,7,11,14,1,1,1,3,7,2,3,5,7,8,1.155341383,1.155341383,1.155341383,1.11364526,1.052781037,0.577670691,0.577670691,0.577670691,0.278411315,0.116975671,1.155341383,1.155341383,1.155341383,1.155341383,1.067006701,1,1,1,0.611088837,0.402603774,63.31,1.081966382,1.595688311,2.169578319,2.215521077,0.56173327,0.270491595,0.227955473,0.197234393,0.158251506,1.367820513,1.155341383,3.175297619,3.463961039,4.045118483,1,0.521711491,0.521711491,0.521711491,0.521711491,1,1,1,3,7,1,1,1,1,1
"17421","No",131,2,5,7,16,23,1,1,1,1,2,2,5,7,12,15,1,1,1,1,2,0.053513072,0.107240801,0.101818182,0.099543553,0.097438181,0.026756536,0.02144816,0.014545455,0.006221472,0.004236443,0.053513072,0.359998901,0.359998901,0.305546485,0.321867322,0.02749213,0.02749213,0.02749213,0.02023166,0.02023166,131,1,1,1,1.495007133,1,1,1,1,0.747503566,1,1,1,1,1.495007133,1,1,1,1,1,2,5,7,12,15,1,1,1,1,1
"51074","No",157.2,4,5,5,7,17,1,1,1,1,1,3,4,4,6,11,1,1,1,1,1,0.670283869,0.820365094,0.820365094,0.813568344,0.376942791,0.167570967,0.164073019,0.164073019,0.116224049,0.022173105,0.619873817,1,1,1,0.600573066,0.449142857,0.449142857,0.449142857,0.449142857,0.1048,157.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,10,1,1,1,1,1
"33919","No",62.35,2,2,4,8,10,2,3,10,17,36,2,2,4,6,8,2,3,7,11,20,0.224397617,0.224397617,0.278307835,0.107525491,0.13125846,0.112198809,0.112198809,0.069576959,0.013440686,0.013125846,0.224397617,0.224397617,0.325358103,0.325358103,0.949588791,0.126378304,0.126378304,0.126378304,0.02608863,0.02608863,908.315,0.087956062,0.154253411,0.151033273,0.14601864,0.034321794,0.029318687,0.015425341,0.00888431,0.004056073,0.068643587,0.201129032,0.493080269,0.332090546,0.335467556,0.035541647,0.035541647,0.035541647,0.035541647,0.027383242,2,2,4,6,8,1,1,1,1,1
"27640","No",21.26,1,1,1,3,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0.026887001,0.026887001,1,1,1,0.008962334,0.008962334,1,1,1,0.417763804,0.417763804,1,1,1,0.009243478,0.009243478,21.26,1,1,0.589327789,0.589327789,1,1,1,0.294663895,0.294663895,1,1,1,0.589327789,0.589327789,1,1,1,0.417763804,0.417763804,1,1,1,2,2,1,1,1,1,1
"51663","No",1154.41,1,1,1,3,15,5,6,11,23,49,1,1,1,2,9,5,6,11,20,34,1,1,1,2.130078051,2.025001228,1,1,1,0.710026017,0.135000082,1,1,1,2.922556962,2.922556962,1,1,1,1,0.510574967,645.806,2.112150616,2.881865943,3.401818305,4.026110673,0.35750984,0.352025103,0.261987813,0.147905144,0.082165524,4.169803142,5.073326155,5.813910153,5.774648592,5.154076257,0.753885638,0.753885638,0.753885638,0.753885638,0.753885638,1,1,1,2,8,1,1,1,1,1
"38845","No",6.15,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,0.905299313,0.905299313,0.905299313,0.905299313,0.905299313,0.301766438,0.301766438,0.301766438,0.301766438,0.301766438,1,1,1,1,1,0.517241379,0.517241379,0.517241379,0.517241379,0.517241379,6.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1
"43149","No",69.98,1,3,4,8,16,2,2,2,4,7,1,3,4,7,14,2,2,2,4,7,1,0.638931158,0.803075511,0.282873196,0.149716861,1,0.212977053,0.200768878,0.03535915,0.009357304,1,1,1.418321848,0.362731631,0.362731631,1,0.304393214,0.304393214,0.116110835,0.033905039,61.975,1.129164986,1.129164986,0.870885446,0.974748781,0.564582493,0.564582493,0.564582493,0.217721361,0.139249826,1.129164986,1.129164986,1.129164986,0.910605075,1,1,1,1,0.615208791,0.502441126,1,3,4,7,14,1,1,1,1,1
"36472","No",1465,4,25,27,36,59,2,2,2,2,2,3,5,6,6,11,1,1,1,1,1,1.70758857,9.078110167,9.248823876,12.20237338,10.23455344,0.426897143,0.363124407,0.342549032,0.338954816,0.173467008,1.97442014,399.1825613,399.1825613,399.1825613,385.5263158,0.759067358,0.759067358,0.759067358,0.759067358,0.759067358,1697.5,0.863033873,0.863033873,0.863033873,0.863033873,0.431516937,0.431516937,0.431516937,0.431516937,0.431516937,0.863033873,0.863033873,0.863033873,0.863033873,0.863033873,0.759067358,0.759067358,0.759067358,0.759067358,0.759067358,3,5,6,6,11,1,1,1,1,1
"76701","No",178.5,1,1,1,2,6,1,1,2,3,5,1,1,1,2,3,1,1,2,3,3,1,1,1,1.960245992,1.093515484,1,1,1,0.980122996,0.182252581,1,1,1,1.960245992,1.959707965,1,1,1,1,0.3,178.5,1,0.393449127,0.510846546,0.483928688,1,1,0.196724564,0.170282182,0.096785738,1,1,0.393449127,1,0.887971346,1,1,0.244902999,0.244902999,0.244902999,1,1,1,2,3,1,1,1,1,1
"65233","No",964.97,1,1,2,4,4,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1.588493354,2.891014358,2.891014358,1,1,0.794246677,0.72275359,0.72275359,1,1,1.588493354,5.39300285,5.39300285,1,1,1,1,1,964.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1
"19763","No",894.99,1,3,4,4,5,3,16,25,48,73,1,2,3,3,4,3,12,20,34,45,1,2.376100673,3.068081314,3.068081314,3.125314281,1,0.792033558,0.767020328,0.767020328,0.625062856,1,5.327321429,7.61693617,7.61693617,5.327321429,1,1,1,1,1,542.5833333,2.551364603,2.040668818,2.038418158,1.469382151,0.549832591,0.159460288,0.081626753,0.042467045,0.020128523,1.497239695,3.076359887,2.850286624,3.291311943,2.633485361,1,1,0.640193133,0.371011068,0.358139256,1,2,3,3,4,1,2,2,2,2
"14702","No",1101.14,4,5,7,10,29,12,14,34,41,164,1,2,4,7,19,8,10,15,18,30,1.516826228,1.862361736,1.496305816,1.769303198,1.714825943,0.379206557,0.372472347,0.213757974,0.17693032,0.059131929,1.334601913,2.00571949,2.00571949,2.247018131,2.282628524,1,1,0.514289451,0.514289451,0.514289451,325.7733333,3.888255249,6.580498651,7.703065069,7.929046158,0.281673352,0.277732518,0.193544078,0.187879636,0.048347842,7.004707379,11.56538179,58.66489078,62.03605634,43.03008988,1,1,0.769489867,0.769489867,0.711225076,1,2,4,6,18,1,1,1,1,1
"69567","No",3.8,21,21,54,57,81,57,76,271,609,1654,1,1,5,6,9,25,33,62,88,105,0.973764491,0.973764491,0.332071075,0.054212616,0.034925242,0.046369738,0.046369738,0.006149464,0.000951099,0.000431176,1,1,1.035422343,1.035422343,1.049723757,0.869565217,0.869565217,0.013333333,0.001606765,0.001606765,7.388070175,0.522705471,0.448753704,0.454506175,0.533623584,0.009023556,0.006877704,0.001655918,0.000746316,0.000322626,1,1,1.035422343,1.035422343,1.035422343,0.05984252,0.05984252,0.033652143,0.02772913,0.009464508,1,1,5,6,9,1,1,1,1,1
"68718","No",345,2,5,9,21,28,3,4,4,7,8,2,4,7,12,17,3,4,4,6,7,1.956558725,1.6119085,1.424534102,1.427501823,1.01580812,0.978279363,0.3223817,0.158281567,0.067976277,0.036278861,1.956558725,45.03916449,2.331081081,2.788554801,2.539378772,1,0.487632509,0.487632509,0.460171797,0.138,495,0.715025907,0.715025907,0.650067295,0.703184713,0.232323232,0.178756477,0.178756477,0.092866756,0.087898089,0.633027523,0.696969697,0.696969697,0.633027523,0.663461538,0.579831933,0.579831933,0.579831933,0.496402878,0.496402878,2,3,5,10,15,1,1,1,1,1
"10118","No",29.8,2,2,5,6,7,1,1,3,4,4,2,2,3,4,5,1,1,1,2,2,1.538064516,1.538064516,0.181565607,0.105198748,0.115527544,0.769032258,0.769032258,0.036313121,0.017533125,0.016503935,1.538064516,1.538064516,1,0.542212518,0.371942087,1,1,0.043063584,0.033902162,0.033902162,29.8,1,0.122202933,0.073736368,0.073736368,1,1,0.040734311,0.018434092,0.018434092,1,1,1,0.082571349,0.082571349,1,1,0.043063584,0.033672316,0.033672316,2,2,2,3,4,1,1,1,1,1
